Date,U_Wind
2015-07-25,-8.223564147949219
2015-07-26,-8.228591918945312
2015-07-27,-8.031707763671875
2015-07-28,-8.116142272949219
2015-07-29,-7.98834228515625
2015-07-30,-7.9954833984375
2015-07-31,-7.711639404296875
2015-08-01,-7.5258941650390625
2015-08-02,-7.1824188232421875
2015-08-03,-6.8679656982421875
2015-08-04,-6.587799072265625
2015-08-05,-6.101226806640625
2015-08-06,-5.606048583984375
2015-08-07,-4.9935760498046875
2015-08-08,-4.391975402832031
2015-08-09,-3.8826446533203125
2015-08-10,-3.2314224243164062
2015-08-11,-3.028961181640625
2015-08-12,-2.830780029296875
2015-08-13,-2.5412445068359375
2015-08-14,-2.560546875
2015-08-15,-2.366546630859375
2015-08-16,-2.1078033447265625
2015-08-17,-1.4382400512695312
2015-08-18,-0.8185806274414062
2015-08-19,-0.35128021240234375
2015-08-20,0.0401611328125
2015-08-21,0.3393096923828125
2015-08-22,0.5407180786132812
2015-08-23,0.70166015625
2015-08-24,0.8258819580078125
2015-08-25,1.2545013427734375
2015-08-26,1.6981353759765625
2015-08-27,1.995880126953125
2015-08-28,2.20074462890625
2015-08-29,2.3665847778320312
2015-08-30,2.6121292114257812
2015-08-31,2.476318359375
2015-09-01,2.6718521118164062
2015-09-02,3.3635406494140625
2015-09-03,3.7839279174804688
2015-09-04,4.313201904296875
2015-09-05,4.8113250732421875
2015-09-06,5.557899475097656
2015-09-07,6.457847595214844
2015-09-08,7.308135986328125
2015-09-09,7.825508117675781
2015-09-10,9.018669128417969
2015-09-11,9.900688171386719
2015-09-12,10.232627868652344
2015-09-13,10.269294738769531
2015-09-14,9.821487426757812
2015-09-15,8.910858154296875
2015-09-16,8.125747680664062
2015-09-17,9.010391235351562
2015-09-18,11.084983825683594
2015-09-19,12.533981323242188
2015-09-20,12.68389892578125
2015-09-21,12.198516845703125
2015-09-22,12.268447875976562
2015-09-23,10.835098266601562
2015-09-24,10.805511474609375
2015-09-25,11.869674682617188
2015-09-26,13.184638977050781
2015-09-27,14.960121154785156
2015-09-28,17.38037109375
2015-09-29,20.922119140625
2015-09-30,21.868209838867188
2015-10-01,20.26329803466797
2015-10-02,17.63550567626953
2015-10-03,17.272201538085938
2015-10-04,17.012725830078125
2015-10-05,17.515365600585938
2015-10-06,17.729827880859375
2015-10-07,18.96404266357422
2015-10-08,20.60259246826172
2015-10-09,21.733253479003906
2015-10-10,20.722023010253906
2015-10-11,20.909423828125
2015-10-12,23.681724548339844
2015-10-13,24.460556030273438
2015-10-14,25.1795654296875
2015-10-15,25.594711303710938
2015-10-16,25.539138793945312
2015-10-17,24.34661865234375
2015-10-18,21.820335388183594
2015-10-19,20.721954345703125
2015-10-20,20.173240661621094
2015-10-21,20.026962280273438
2015-10-22,21.55034637451172
2015-10-23,21.00244140625
2015-10-24,20.06464385986328
2015-10-25,20.11919403076172
2015-10-26,21.452903747558594
2015-10-27,23.248458862304688
2015-10-28,25.639556884765625
2015-10-29,28.740310668945312
2015-10-30,29.04498291015625
2015-10-31,29.79979705810547
2015-11-01,30.530364990234375
2015-11-02,31.160507202148438
2015-11-03,32.30842590332031
2015-11-04,34.51789855957031
2015-11-05,35.14702606201172
2015-11-06,35.454994201660156
2015-11-07,35.11822509765625
2015-11-08,34.95121765136719
2015-11-09,35.367286682128906
2015-11-10,36.28924560546875
2015-11-11,39.631591796875
2015-11-12,41.726226806640625
2015-11-13,38.562461853027344
2015-11-14,35.8602294921875
2015-11-15,35.897193908691406
2015-11-16,36.625160217285156
2015-11-17,37.7105712890625
2015-11-18,40.005035400390625
2015-11-19,39.139862060546875
2015-11-20,39.92066955566406
2015-11-21,40.95521545410156
2015-11-22,41.896156311035156
2015-11-23,42.609947204589844
2015-11-24,43.91954040527344
2015-11-25,39.034278869628906
2015-11-26,39.64057159423828
2015-11-27,39.22123718261719
2015-11-28,43.69645690917969
2015-11-29,44.64466857910156
2015-11-30,42.420753479003906
2015-12-01,40.77973175048828
2015-12-02,41.998809814453125
2015-12-03,47.292144775390625
2015-12-04,50.946441650390625
2015-12-05,53.962425231933594
2015-12-06,56.240020751953125
2015-12-07,55.647727966308594
2015-12-08,53.065589904785156
2015-12-09,50.628021240234375
2015-12-10,51.163780212402344
2015-12-11,53.1884765625
2015-12-12,51.70957946777344
2015-12-13,54.57721710205078
2015-12-14,53.84839630126953
2015-12-15,50.532508850097656
2015-12-16,44.53887176513672
2015-12-17,44.900604248046875
2015-12-18,45.91764831542969
2015-12-19,46.41819763183594
2015-12-20,47.616294860839844
2015-12-21,46.50102996826172
2015-12-22,47.378395080566406
2015-12-23,48.86054992675781
2015-12-24,49.65962219238281
2015-12-25,51.05744934082031
2015-12-26,54.017799377441406
2015-12-27,53.802947998046875
2015-12-28,52.66754150390625
2015-12-29,56.38555908203125
2015-12-30,57.78617858886719
2015-12-31,58.49816131591797
2016-01-01,60.07612609863281
2016-01-02,59.89112854003906
2016-01-03,57.64837646484375
2016-01-04,53.379241943359375
2016-01-05,50.313133239746094
2016-01-06,45.32494354248047
2016-01-07,43.48157501220703
2016-01-08,42.7828369140625
2016-01-09,37.117393493652344
2016-01-10,37.56298828125
2016-01-11,40.60707092285156
2016-01-12,38.37183380126953
2016-01-13,39.646575927734375
2016-01-14,42.40950012207031
2016-01-15,43.631202697753906
2016-01-16,45.99623107910156
2016-01-17,48.58080291748047
2016-01-18,49.262847900390625
2016-01-19,55.915496826171875
2016-01-20,62.224853515625
2016-01-21,67.18289184570312
2016-01-22,74.76548767089844
2016-01-23,75.9332275390625
2016-01-24,62.48108673095703
2016-01-25,47.640480041503906
2016-01-26,35.49226379394531
2016-01-27,24.548431396484375
2016-01-28,24.029541015625
2016-01-29,25.097930908203125
2016-01-30,19.36219024658203
2016-01-31,15.71063232421875
2016-02-01,9.7718505859375
2016-02-02,8.615730285644531
2016-02-03,12.265510559082031
2016-02-04,21.443649291992188
2016-02-05,28.02397918701172
2016-02-06,32.492225646972656
2016-02-07,31.585952758789062
2016-02-08,15.442398071289062
2016-02-09,-1.417755126953125
2016-02-10,0.11496734619140625
2016-02-11,4.832756042480469
2016-02-12,18.39734649658203
2016-02-13,23.853309631347656
2016-02-14,34.115440368652344
2016-02-15,46.399452209472656
2016-02-16,60.19950866699219
2016-02-17,58.261268615722656
2016-02-18,57.775550842285156
2016-02-19,48.49150848388672
2016-02-20,38.84063720703125
2016-02-21,32.704689025878906
2016-02-22,32.400543212890625
2016-02-23,35.425437927246094
2016-02-24,32.37077331542969
2016-02-25,24.299415588378906
2016-02-26,13.420555114746094
2016-02-27,2.6476516723632812
2016-02-28,-1.5313796997070312
2016-02-29,-2.0079498291015625
2016-03-01,-0.195281982421875
2016-03-02,2.7618789672851562
2016-03-03,7.45379638671875
2016-03-04,11.005111694335938
2016-03-05,2.178497314453125
2016-03-06,-14.238037109375
2016-03-07,-22.953025817871094
2016-03-08,-29.19769287109375
2016-03-09,-27.419822692871094
2016-03-10,-28.775558471679688
2016-03-11,-30.966064453125
2016-03-12,-31.40521240234375
2016-03-13,-28.731056213378906
2016-03-14,-29.808013916015625
2016-03-15,-30.697044372558594
2016-03-16,-24.401229858398438
2016-03-17,-19.481910705566406
2016-03-18,-18.095542907714844
2016-03-19,-13.6207275390625
2016-03-20,-12.196205139160156
2016-03-21,-13.018936157226562
2016-03-22,-7.6093292236328125
2016-03-23,-6.9591064453125
2016-03-24,-7.2740478515625
2016-03-25,-5.1921844482421875
2016-03-26,-3.5832748413085938
2016-03-27,-3.3303298950195312
2016-03-28,-5.838813781738281
2016-03-29,-8.121284484863281
2016-03-30,-9.905647277832031
2016-03-31,-9.981529235839844
2016-04-01,-9.208999633789062
2016-04-02,-8.212959289550781
2016-04-03,-6.548744201660156
2016-04-04,-3.9860458374023438
2016-04-05,-2.8583526611328125
2016-04-06,-2.8712158203125
2016-04-07,-4.070243835449219
2016-04-08,-5.05096435546875
2016-04-09,-5.267692565917969
2016-04-10,-5.3867645263671875
2016-04-11,-5.3301544189453125
2016-04-12,-5.1637115478515625
2016-04-13,-4.7981109619140625
2016-04-14,-4.717048645019531
2016-04-15,-4.2253875732421875
2016-04-16,-4.104194641113281
2016-04-17,-3.6174240112304688
2016-04-18,-3.1197509765625
2016-04-19,-3.1712112426757812
2016-04-20,-3.6279296875
2016-04-21,-4.397552490234375
2016-04-22,-4.801490783691406
2016-04-23,-5.114295959472656
2016-04-24,-5.7264862060546875
2016-04-25,-6.49444580078125
2016-04-26,-6.261863708496094
2016-04-27,-5.813087463378906
2016-04-28,-5.008888244628906
2016-04-29,-4.7140960693359375
2016-04-30,-4.1656036376953125
2016-05-01,-3.5921401977539062
2016-05-02,-3.441680908203125
2016-05-03,-3.2385482788085938
2016-05-04,-3.8180770874023438
2016-05-05,-4.121284484863281
2016-05-06,-4.324882507324219
2016-05-07,-4.679710388183594
2016-05-08,-4.717750549316406
2016-05-09,-4.6927032470703125
2016-05-10,-4.946571350097656
2016-05-11,-5.524269104003906
2016-05-12,-5.54608154296875
2016-05-13,-5.9451141357421875
2016-05-14,-6.1241912841796875
2016-05-15,-6.54931640625
2016-05-16,-6.403533935546875
2016-05-17,-6.272193908691406
2016-05-18,-6.443046569824219
2016-05-19,-6.652046203613281
2016-05-20,-6.7165679931640625
2016-05-21,-6.89947509765625
2016-05-22,-7.421241760253906
2016-05-23,-8.008018493652344
2016-05-24,-8.543807983398438
2016-05-25,-8.782562255859375
2016-05-26,-9.009719848632812
2016-05-27,-9.534385681152344
2016-05-28,-9.942527770996094
2016-05-29,-10.184013366699219
2016-05-30,-10.153549194335938
2016-05-31,-9.869552612304688
2016-06-01,-9.583045959472656
2016-06-02,-9.69183349609375
2016-06-03,-9.733192443847656
2016-06-04,-9.885353088378906
2016-06-05,-10.081932067871094
2016-06-06,-9.858840942382812
2016-06-07,-9.86492919921875
2016-06-08,-10.066009521484375
2016-06-09,-10.471694946289062
2016-06-10,-10.5576171875
2016-06-11,-10.485946655273438
2016-06-12,-10.255599975585938
2016-06-13,-10.6380615234375
2016-06-14,-10.81781005859375
2016-06-15,-11.148200988769531
2016-06-16,-11.240554809570312
2016-06-17,-11.357803344726562
2016-06-18,-11.176521301269531
2016-06-19,-11.238800048828125
2016-06-20,-10.9581298828125
2016-06-21,-10.811447143554688
2016-06-22,-10.894798278808594
2016-06-23,-10.890655517578125
2016-06-24,-10.938186645507812
2016-06-25,-11.137741088867188
2016-06-26,-11.0374755859375
2016-06-27,-11.210647583007812
2016-06-28,-11.370292663574219
2016-06-29,-11.440910339355469
2016-06-30,-11.558998107910156
2016-07-01,-11.415206909179688
2016-07-02,-11.207489013671875
2016-07-03,-11.145431518554688
2016-07-04,-11.330238342285156
2016-07-05,-11.449188232421875
2016-07-06,-11.319938659667969
2016-07-07,-11.204940795898438
2016-07-08,-10.973464965820312
2016-07-09,-10.809234619140625
2016-07-10,-10.693458557128906
2016-07-11,-10.813247680664062
2016-07-12,-11.177230834960938
2016-07-13,-11.1998291015625
2016-07-14,-11.178024291992188
2016-07-15,-11.196571350097656
2016-07-16,-10.968055725097656
2016-07-17,-10.600082397460938
2016-07-18,-10.366424560546875
2016-07-19,-10.088790893554688
2016-07-20,-9.83203125
2016-07-21,-9.874160766601562
2016-07-22,-9.493370056152344
2016-07-23,-9.26513671875
2016-07-24,-9.051788330078125
2016-07-25,-8.661163330078125
2016-07-26,-8.296371459960938
2016-07-27,-8.184303283691406
2016-07-28,-7.9147796630859375
2016-07-29,-7.483726501464844
2016-07-30,-7.34552001953125
2016-07-31,-7.0471038818359375
2016-08-01,-6.815620422363281
2016-08-02,-6.7289581298828125
2016-08-03,-6.5857696533203125
2016-08-04,-6.365882873535156
2016-08-05,-6.0692291259765625
2016-08-06,-5.852821350097656
2016-08-07,-5.307647705078125
2016-08-08,-5.1451873779296875
2016-08-09,-5.050445556640625
2016-08-10,-4.871826171875
2016-08-11,-4.693878173828125
2016-08-12,-4.2941436767578125
2016-08-13,-3.690826416015625
2016-08-14,-3.52313232421875
2016-08-15,-3.1843414306640625
2016-08-16,-3.0737838745117188
2016-08-17,-2.6808547973632812
2016-08-18,-2.2943038940429688
2016-08-19,-1.60430908203125
2016-08-20,-1.1360015869140625
2016-08-21,-0.8213958740234375
2016-08-22,-0.7641067504882812
2016-08-23,-1.1475906372070312
2016-08-24,-1.0383758544921875
2016-08-25,-0.8252487182617188
2016-08-26,-0.6337661743164062
2016-08-27,-0.2718048095703125
2016-08-28,-0.07826995849609375
2016-08-29,0.2268218994140625
2016-08-30,0.7540435791015625
2016-08-31,1.29254150390625
2016-09-01,2.15234375
2016-09-02,2.5774078369140625
2016-09-03,2.9030380249023438
2016-09-04,2.6720123291015625
2016-09-05,2.9662933349609375
2016-09-06,3.5908737182617188
2016-09-07,4.22344970703125
2016-09-08,4.479484558105469
2016-09-09,4.6249237060546875
2016-09-10,4.762046813964844
2016-09-11,5.041473388671875
2016-09-12,5.1608428955078125
2016-09-13,5.546257019042969
2016-09-14,5.208168029785156
2016-09-15,4.868553161621094
2016-09-16,4.706298828125
2016-09-17,5.363372802734375
2016-09-18,4.8054046630859375
2016-09-19,4.572639465332031
2016-09-20,6.3385162353515625
2016-09-21,7.660186767578125
2016-09-22,7.977470397949219
2016-09-23,7.743583679199219
2016-09-24,7.622322082519531
2016-09-25,6.1156463623046875
2016-09-26,5.81097412109375
2016-09-27,6.9824676513671875
2016-09-28,8.334220886230469
2016-09-29,9.196090698242188
2016-09-30,9.870010375976562
2016-10-01,11.088027954101562
2016-10-02,11.312873840332031
2016-10-03,12.9593505859375
2016-10-04,14.803291320800781
2016-10-05,16.608352661132812
2016-10-06,17.281814575195312
2016-10-07,17.862518310546875
2016-10-08,17.613548278808594
2016-10-09,16.724288940429688
2016-10-10,16.726722717285156
2016-10-11,16.217926025390625
2016-10-12,15.752975463867188
2016-10-13,15.528518676757812
2016-10-14,16.026649475097656
2016-10-15,16.824951171875
2016-10-16,19.2305908203125
2016-10-17,22.10759735107422
2016-10-18,24.747833251953125
2016-10-19,26.85138702392578
2016-10-20,25.682357788085938
2016-10-21,24.023048400878906
2016-10-22,23.397048950195312
2016-10-23,22.6326904296875
2016-10-24,21.46381378173828
2016-10-25,20.717918395996094
2016-10-26,19.0377197265625
2016-10-27,17.27033233642578
2016-10-28,13.613265991210938
2016-10-29,11.331993103027344
2016-10-30,9.913215637207031
2016-10-31,9.629425048828125
2016-11-01,9.049102783203125
2016-11-02,13.061363220214844
2016-11-03,17.169883728027344
2016-11-04,15.410652160644531
2016-11-05,14.077949523925781
2016-11-06,12.993148803710938
2016-11-07,12.475608825683594
2016-11-08,10.940589904785156
2016-11-09,11.108116149902344
2016-11-10,12.373054504394531
2016-11-11,13.968780517578125
2016-11-12,13.295997619628906
2016-11-13,12.450981140136719
2016-11-14,10.220329284667969
2016-11-15,9.115066528320312
2016-11-16,11.034431457519531
2016-11-17,10.254379272460938
2016-11-18,8.625602722167969
2016-11-19,11.197036743164062
2016-11-20,15.47039794921875
2016-11-21,18.171180725097656
2016-11-22,16.09284210205078
2016-11-23,13.572486877441406
2016-11-24,12.871047973632812
2016-11-25,7.81396484375
2016-11-26,0.19126129150390625
2016-11-27,1.34521484375
2016-11-28,5.4174041748046875
2016-11-29,12.041252136230469
2016-11-30,18.19799041748047
2016-12-01,12.371124267578125
2016-12-02,5.522979736328125
2016-12-03,10.163124084472656
2016-12-04,10.760139465332031
2016-12-05,14.865264892578125
2016-12-06,17.971778869628906
2016-12-07,17.318031311035156
2016-12-08,19.04309844970703
2016-12-09,22.20252227783203
2016-12-10,25.725807189941406
2016-12-11,26.563438415527344
2016-12-12,26.747901916503906
2016-12-13,26.708999633789062
2016-12-14,27.450294494628906
2016-12-15,28.654647827148438
2016-12-16,29.641250610351562
2016-12-17,29.316009521484375
2016-12-18,36.691246032714844
2016-12-19,45.51963806152344
2016-12-20,47.88361358642578
2016-12-21,51.98249053955078
2016-12-22,55.09144592285156
2016-12-23,57.32218933105469
2016-12-24,58.62159729003906
2016-12-25,57.02049255371094
2016-12-26,52.54846954345703
2016-12-27,51.87690734863281
2016-12-28,50.73017883300781
2016-12-29,51.00596618652344
2016-12-30,49.41735076904297
2016-12-31,46.83122253417969
2017-01-01,43.06090545654297
2017-01-02,38.38676452636719
2017-01-03,41.021995544433594
2017-01-04,41.678611755371094
2017-01-05,43.520050048828125
2017-01-06,50.11540985107422
2017-01-07,51.12501525878906
2017-01-08,50.79829406738281
2017-01-09,46.527626037597656
2017-01-10,43.72462463378906
2017-01-11,42.166770935058594
2017-01-12,43.99164581298828
2017-01-13,52.16443634033203
2017-01-14,58.095001220703125
2017-01-15,49.159873962402344
2017-01-16,37.68401336669922
2017-01-17,41.17144775390625
2017-01-18,46.107460021972656
2017-01-19,45.931121826171875
2017-01-20,46.4910888671875
2017-01-21,42.509254455566406
2017-01-22,38.94935607910156
2017-01-23,29.66051483154297
2017-01-24,22.653060913085938
2017-01-25,24.146682739257812
2017-01-26,20.62383270263672
2017-01-27,17.64075469970703
2017-01-28,13.168312072753906
2017-01-29,11.284049987792969
2017-01-30,2.1740875244140625
2017-01-31,-3.2065811157226562
2017-02-01,-9.114532470703125
2017-02-02,-7.5919647216796875
2017-02-03,-3.1767654418945312
2017-02-04,1.554229736328125
2017-02-05,0.15636444091796875
2017-02-06,2.1573028564453125
2017-02-07,10.610610961914062
2017-02-08,20.145118713378906
2017-02-09,20.921676635742188
2017-02-10,21.62071990966797
2017-02-11,30.79021453857422
2017-02-12,30.406661987304688
2017-02-13,26.475234985351562
2017-02-14,22.322349548339844
2017-02-15,16.48700714111328
2017-02-16,12.487289428710938
2017-02-17,8.891441345214844
2017-02-18,5.558937072753906
2017-02-19,2.0610809326171875
2017-02-20,4.801979064941406
2017-02-21,5.6816253662109375
2017-02-22,3.9306488037109375
2017-02-23,-2.5848770141601562
2017-02-24,-4.302391052246094
2017-02-25,-6.45458984375
2017-02-26,-5.06756591796875
2017-02-27,-2.1244659423828125
2017-02-28,-3.9245529174804688
2017-03-01,-5.429290771484375
2017-03-02,-8.060134887695312
2017-03-03,-5.872222900390625
2017-03-04,-1.0993499755859375
2017-03-05,1.5012741088867188
2017-03-06,1.8717803955078125
2017-03-07,1.2404098510742188
2017-03-08,2.2556838989257812
2017-03-09,3.26739501953125
2017-03-10,3.483917236328125
2017-03-11,5.4604949951171875
2017-03-12,9.229873657226562
2017-03-13,14.251213073730469
2017-03-14,15.882011413574219
2017-03-15,4.4218902587890625
2017-03-16,0.575775146484375
2017-03-17,-0.19860076904296875
2017-03-18,0.7334976196289062
2017-03-19,2.716949462890625
2017-03-20,3.7485198974609375
2017-03-21,4.253089904785156
2017-03-22,6.945106506347656
2017-03-23,6.52130126953125
2017-03-24,8.402847290039062
2017-03-25,10.538436889648438
2017-03-26,11.161216735839844
2017-03-27,9.199325561523438
2017-03-28,8.818382263183594
2017-03-29,8.90386962890625
2017-03-30,9.383758544921875
2017-03-31,9.79095458984375
2017-04-01,8.823577880859375
2017-04-02,8.092002868652344
2017-04-03,10.108070373535156
2017-04-04,8.501922607421875
2017-04-05,6.001502990722656
2017-04-06,1.2573394775390625
2017-04-07,-2.6879119873046875
2017-04-08,-4.5466766357421875
2017-04-09,-4.237174987792969
2017-04-10,-5.76739501953125
2017-04-11,-7.300895690917969
2017-04-12,-7.268157958984375
2017-04-13,-5.776893615722656
2017-04-14,-4.895294189453125
2017-04-15,-5.514915466308594
2017-04-16,-5.682891845703125
2017-04-17,-5.572052001953125
2017-04-18,-5.8586578369140625
2017-04-19,-5.893821716308594
2017-04-20,-5.373649597167969
2017-04-21,-5.2843170166015625
2017-04-22,-4.929290771484375
2017-04-23,-3.9721298217773438
2017-04-24,-3.4843673706054688
2017-04-25,-3.3541107177734375
2017-04-26,-3.602691650390625
2017-04-27,-3.8962783813476562
2017-04-28,-3.7729949951171875
2017-04-29,-3.4929885864257812
2017-04-30,-2.9531021118164062
2017-05-01,-3.04132080078125
2017-05-02,-3.4617843627929688
2017-05-03,-4.590599060058594
2017-05-04,-5.6988677978515625
2017-05-05,-6.1750640869140625
2017-05-06,-6.228187561035156
2017-05-07,-6.2986602783203125
2017-05-08,-6.245155334472656
2017-05-09,-6.0902099609375
2017-05-10,-6.30120849609375
2017-05-11,-6.566558837890625
2017-05-12,-6.171417236328125
2017-05-13,-6.087043762207031
2017-05-14,-6.260772705078125
2017-05-15,-6.605018615722656
2017-05-16,-6.519538879394531
2017-05-17,-6.5926055908203125
2017-05-18,-6.7754364013671875
2017-05-19,-7.034507751464844
2017-05-20,-7.409423828125
2017-05-21,-7.7363128662109375
2017-05-22,-7.396148681640625
2017-05-23,-7.1523895263671875
2017-05-24,-7.07806396484375
2017-05-25,-7.434562683105469
2017-05-26,-7.9380340576171875
2017-05-27,-8.296630859375
2017-05-28,-8.608871459960938
2017-05-29,-8.861686706542969
2017-05-30,-8.760978698730469
2017-05-31,-9.021804809570312
2017-06-01,-9.560317993164062
2017-06-02,-9.544906616210938
2017-06-03,-9.659652709960938
2017-06-04,-9.874717712402344
2017-06-05,-10.07489013671875
2017-06-06,-10.221298217773438
2017-06-07,-10.241897583007812
2017-06-08,-10.337226867675781
2017-06-09,-10.445259094238281
2017-06-10,-10.40631103515625
2017-06-11,-10.199806213378906
2017-06-12,-10.354354858398438
2017-06-13,-10.383720397949219
2017-06-14,-10.348739624023438
2017-06-15,-10.232025146484375
