Date,State_Avg_RHMX
2015-08-09,81.7324875931579
2015-08-10,76.78495872913007
2015-08-11,71.8303417637328
2015-08-12,68.87959607415114
2015-08-13,72.66106298071183
2015-08-14,69.76532735303647
2015-08-15,73.97216561215615
2015-08-16,80.31147568941113
2015-08-17,83.0378856353497
2015-08-18,87.36440089022291
2015-08-19,87.12497655064209
2015-08-20,70.6871280079131
2015-08-21,77.81950602861673
2015-08-22,85.31951668741578
2015-08-23,80.82895611985606
2015-08-24,65.14807629994714
2015-08-25,62.45298830090215
2015-08-26,61.971174343844325
2015-08-27,69.35566067500042
2015-08-28,67.61299392874805
2015-08-29,62.6743502396098
2015-08-30,76.60485273803229
2015-08-31,73.73827532104303
2015-09-01,69.64230349438068
2015-09-02,55.120064976039025
2015-09-03,80.2043547589406
2015-09-04,90.47514368061121
2015-09-05,95.20300535498066
2015-09-06,83.69963717448027
2015-09-07,81.24856958916725
2015-09-08,83.30331104933744
2015-09-09,73.28289092211402
2015-09-10,76.35352891519007
2015-09-11,79.46937513856439
2015-09-12,77.05532343059843
2015-09-13,67.31206618687858
2015-09-14,79.8411881576479
2015-09-15,89.88463981786245
2015-09-16,83.91629431928645
2015-09-17,84.9532846155158
2015-09-18,87.88194740522196
2015-09-19,79.67773547418864
2015-09-20,63.67453783447312
2015-09-21,71.2468322049218
2015-09-22,81.95968202670669
2015-09-23,85.86371020004434
2015-09-24,81.15068983747463
2015-09-25,73.18625824991045
2015-09-26,65.46226145607723
2015-09-27,76.47252587956409
2015-09-28,76.13487004792196
2015-09-29,80.6354562818698
2015-09-30,74.3155857223255
2015-10-01,73.21977590940874
2015-10-02,90.34076180568583
2015-10-03,90.98807706738066
2015-10-04,89.4983521496666
2015-10-05,93.39564822552313
2015-10-06,92.0377257533639
2015-10-07,87.28316165560993
2015-10-08,89.11427298463428
2015-10-09,83.43420110169346
2015-10-10,65.60623198662961
2015-10-11,64.02704137319441
2015-10-12,64.57800961850026
2015-10-13,68.76979125807938
2015-10-14,79.67340800177362
2015-10-15,78.09924407797124
2015-10-16,77.8670357453485
2015-10-17,78.17282389958558
2015-10-18,80.67289424765933
2015-10-19,90.4665782696932
2015-10-20,93.19760987090064
2015-10-21,94.6112330951447
2015-10-22,85.3046796391357
2015-10-23,86.49455761720417
2015-10-24,82.51550855262035
2015-10-25,81.27537860054233
2015-10-26,91.94589167249347
2015-10-27,91.36675648481335
2015-10-28,91.58673064788445
2015-10-29,87.35052739737708
2015-10-30,77.93859679042242
2015-10-31,84.32914158295956
2015-11-01,79.8801844398588
2015-11-02,90.81712698466839
2015-11-03,97.17830039053838
2015-11-04,95.18835803332367
2015-11-05,90.29081040980951
2015-11-06,90.63442024660199
2015-11-07,77.29771944335488
2015-11-08,75.28429148830944
2015-11-09,92.0405226222351
2015-11-10,94.10496998482188
2015-11-11,85.2944749049235
2015-11-12,76.73398195678496
2015-11-13,66.96365136347357
2015-11-14,71.65685915036582
2015-11-15,77.022347238092
2015-11-16,83.89760731278885
2015-11-17,75.14630267578491
2015-11-18,87.06607602708188
2015-11-19,87.82261839793988
2015-11-20,89.95424177567065
2015-11-21,77.11349062878386
2015-11-22,70.84202807101317
2015-11-23,78.47124042839846
2015-11-24,91.05878967205008
2015-11-25,87.62838949809847
2015-11-26,88.03491183041425
2015-11-27,85.80804355611644
2015-11-28,82.27182282517865
2015-11-29,83.64612147620103
2015-11-30,85.0532790729403
2015-12-01,80.28945674232993
2015-12-02,79.2202598188857
2015-12-03,84.56088945546328
2015-12-04,82.49877636986885
2015-12-05,81.25296954141582
2015-12-06,71.3830068898477
2015-12-07,79.09000289919334
2015-12-08,79.38570569776762
2015-12-09,78.39416878421476
2015-12-10,91.91376605215137
2015-12-11,89.84717200743557
2015-12-12,89.52110015860295
2015-12-13,89.90687194092469
2015-12-14,94.09854272899364
2015-12-15,92.59692045977796
2015-12-16,93.01186324334465
2015-12-17,87.9802812217542
2015-12-18,88.55505269710251
2015-12-19,93.2727437454167
2015-12-20,94.64763502566639
2015-12-21,88.35407677746134
2015-12-22,89.28843562938077
2015-12-23,88.4817009737879
2015-12-24,88.70925780650443
2015-12-25,90.5353744222931
2015-12-26,89.77883631495475
2015-12-27,81.00673209748112
2015-12-28,88.79952078039463
2015-12-29,90.6281059740437
2015-12-30,90.26633993894642
2015-12-31,85.19524361751114
2016-01-01,79.52158406807987
2016-01-02,83.12121186281699
2016-01-03,82.71931758104951
2016-01-04,84.58693742858604
2016-01-05,89.38126737384246
2016-01-06,91.89194322697273
2016-01-07,91.77446194382387
2016-01-08,89.80975322748435
2016-01-09,90.55508040998006
2016-01-10,86.7749650391391
2016-01-11,81.69712382966387
2016-01-12,80.78927341098625
2016-01-13,80.59869621569999
2016-01-14,88.43752664699763
2016-01-15,87.9257273564473
2016-01-16,91.0595400515033
2016-01-17,91.57295095247028
2016-01-18,89.84579702235791
2016-01-19,90.0285677132186
2016-01-20,93.18819388781829
2016-01-21,88.83091520712179
2016-01-22,84.08711010113068
2016-01-23,92.81951029213636
2016-01-24,93.39867532445385
2016-01-25,88.06781127956751
2016-01-26,81.24093788904618
2016-01-27,81.25296954141582
2016-01-28,82.34551349830312
2016-01-29,89.33369075839487
2016-01-30,84.30199575353446
2016-01-31,86.50787258897967
2016-02-01,90.65371267288572
2016-02-02,89.03518043215036
2016-02-03,85.17486186196429
2016-02-04,82.93069009328582
2016-02-05,77.99774886164026
2016-02-06,78.626888739192
2016-02-07,74.4560644303085
2016-02-08,76.31725489025702
2016-02-09,81.58775389259341
2016-02-10,76.60892866278971
2016-02-11,83.72321230622303
2016-02-12,90.87258471613485
2016-02-13,91.17409229667274
2016-02-14,81.1777866364241
2016-02-15,86.15633686921227
2016-02-16,84.25228737827652
2016-02-17,84.91822356191484
2016-02-18,86.30285911625765
2016-02-19,74.67567193069222
2016-02-20,80.50204222589831
2016-02-21,80.30474146017019
2016-02-22,74.80905401026655
2016-02-23,79.53999394580214
2016-02-24,75.41517727714584
2016-02-25,78.25083564984565
2016-02-26,74.09166354008562
2016-02-27,85.03135392329077
2016-02-28,88.07127965277897
2016-02-29,78.73053063765201
2016-03-01,78.15213303886624
2016-03-02,81.10115626652113
2016-03-03,81.94491319474052
2016-03-04,76.97701323396491
2016-03-05,73.78139442672713
2016-03-06,87.3133026075686
2016-03-07,81.82854042669304
2016-03-08,85.99597097395842
2016-03-09,86.2707484182342
2016-03-10,72.41630924160513
2016-03-11,72.55968501117042
2016-03-12,79.51624400975494
2016-03-13,81.69778893872468
2016-03-14,89.59018409877721
2016-03-15,77.93094164094344
2016-03-16,79.09093660999028
2016-03-17,89.45137242696592
2016-03-18,83.53368393676347
2016-03-19,78.76806026911336
2016-03-20,64.47943064958984
2016-03-21,71.61434333270802
2016-03-22,93.13207531081058
2016-03-23,90.79705433429405
2016-03-24,84.11208579906885
2016-03-25,90.62720637140374
2016-03-26,90.20268345924927
2016-03-27,84.46018299026213
2016-03-28,87.87470581714618
2016-03-29,86.49337875402902
2016-03-30,89.71645036410457
2016-03-31,91.7600810921432
2016-04-01,82.00871463410473
2016-04-02,78.47813880314477
2016-04-03,66.32444744785715
2016-04-04,84.83298301413784
2016-04-05,81.30973617340588
2016-04-06,68.29769386223714
2016-04-07,74.47840527312107
2016-04-08,77.62339265310298
2016-04-09,65.1551281613998
2016-04-10,67.53063338847485
2016-04-11,74.18118892508144
2016-04-12,75.26264559919504
2016-04-13,84.61134821017446
2016-04-14,91.92110570117843
2016-04-15,93.00416759042925
2016-04-16,89.41681873219979
2016-04-17,87.24126831181677
2016-04-18,81.79934384433037
2016-04-19,83.61710182990262
2016-04-20,88.50885959377185
2016-04-21,75.98431237955556
2016-04-22,69.97927289936389
2016-04-23,87.24755700325733
2016-04-24,94.201225335539
2016-04-25,93.97911728089773
2016-04-26,91.95176467077101
2016-04-27,92.58877074202294
2016-04-28,89.72862484438154
2016-04-29,87.29723127035832
2016-04-30,85.6741434589082
2016-05-01,87.90804867233999
2016-05-02,85.58652599894265
2016-05-03,79.9042669304364
2016-05-04,72.79910082371198
2016-05-05,69.67899321247675
2016-05-06,81.02762334362262
2016-05-07,79.38200069921722
2016-05-08,79.41577843341234
2016-05-09,94.50340015689753
2016-05-10,93.17076461960878
2016-05-11,89.72105496529495
2016-05-12,90.66724721592169
2016-05-13,88.62896294148746
2016-05-14,81.1927473267732
2016-05-15,82.90344620290942
2016-05-16,85.5437287889899
2016-05-17,83.54353479884715
2016-05-18,80.41565052782371
2016-05-19,87.88695064549685
2016-05-20,91.29265011852583
2016-05-21,94.49611806538535
2016-05-22,87.32757900301858
2016-05-23,86.33952325323601
2016-05-24,91.7440502583693
2016-05-25,92.28329808823781
2016-05-26,90.51391399628221
2016-05-27,93.57901154561114
2016-05-28,90.15329058444327
2016-05-29,85.30809898187151
2016-05-30,86.43991421798523
2016-05-31,86.19356592254037
2016-06-01,87.43850299299076
2016-06-02,76.22111252280983
2016-06-03,72.49677891092655
2016-06-04,82.48870167300511
2016-06-05,79.69711530262462
2016-06-06,74.68750106587991
2016-06-07,81.5888453536163
2016-06-08,85.05698833501033
2016-06-09,88.33964050002558
2016-06-10,89.40146792980543
2016-06-11,91.51322756962328
2016-06-12,84.55024984224977
2016-06-13,79.77473907259922
2016-06-14,86.45837525794293
2016-06-15,89.09333483977693
2016-06-16,93.15823626720332
2016-06-17,79.6561769872265
2016-06-18,84.27584119242118
2016-06-19,75.03556841243585
2016-06-20,77.51505235602093
2016-06-21,72.52062477616522
2016-06-22,75.9999808141617
2016-06-23,72.24181830584784
2016-06-24,80.27429353479884
2016-06-25,74.76240257857667
2016-06-26,79.07198100175658
2016-06-27,81.10191517301362
2016-06-28,72.83156326210414
2016-06-29,76.90582737861759
2016-06-30,79.78995344236576
2016-07-01,80.47110825929022
2016-07-02,76.62327540631343
2016-07-03,78.98992103961662
2016-07-04,71.01842266828112
2016-07-05,67.58457330695637
2016-07-06,81.80013472722001
2016-07-07,84.33696514146358
2016-07-08,71.80065274485393
2016-07-09,82.97369621569997
2016-07-10,91.7254890257005
2016-07-11,89.74599229155655
2016-07-12,83.65884595050908
2016-07-13,85.43922139604686
2016-07-14,85.76057566041919
2016-07-15,85.90313922949673
2016-07-16,89.54957407438988
2016-07-17,87.74234911404062
2016-07-18,82.8425269028088
2016-07-19,75.78956119856063
2016-07-20,72.95555493971385
2016-07-21,78.22557855961254
2016-07-22,67.13709134164435
2016-07-23,70.102978921159
2016-07-24,78.28520174974845
2016-07-25,72.69681472449139
2016-07-26,81.00295248733735
2016-07-27,88.4022865255726
2016-07-28,79.18727723109981
2016-07-29,74.58771125739722
2016-07-30,77.37808678820541
2016-07-31,66.54937155720792
2016-08-01,69.45382181898802
2016-08-02,67.62931681361599
2016-08-03,67.01006403806471
2016-08-04,78.16804023057114
2016-08-05,69.30082541739856
2016-08-06,78.13285340314135
2016-08-07,89.54822680218975
2016-08-08,86.89023995088425
2016-08-09,83.71717089892049
2016-08-10,85.72371326977846
2016-08-11,80.95271756740625
2016-08-12,84.17406245203541
2016-08-13,86.8544008049525
2016-08-14,74.43995472142163
2016-08-15,76.4248192267681
2016-08-16,76.877709466719
2016-08-17,68.90107142248067
2016-08-18,86.08214523253237
2016-08-19,90.17898468543751
2016-08-20,85.86839793986732
2016-08-21,74.00072479833553
2016-08-22,55.35675853130276
2016-08-23,69.35783080648737
2016-08-24,77.65988624929653
2016-08-25,85.16091375752512
2016-08-26,78.04196795538654
2016-08-27,73.8104588399816
2016-08-28,60.96712826372428
2016-08-29,75.04396115080922
2016-08-30,66.21132774528029
2016-08-31,65.8284274434231
2016-09-01,64.71957552398656
2016-09-02,74.28055451336188
2016-09-03,79.90009934000716
2016-09-04,93.4067120589389
2016-09-05,95.32749373262617
2016-09-06,93.2833790951106
2016-09-07,86.03411242048537
2016-09-08,77.69807246277948
2016-09-09,85.37126942033187
2016-09-10,76.22780838037417
2016-09-11,88.48141105445367
2016-09-12,88.88624290123984
2016-09-13,87.85900753790268
2016-09-14,92.93021471084809
2016-09-15,92.2943278134966
2016-09-16,82.43631367566555
2016-09-17,72.1492210549653
2016-09-18,69.48777222572778
2016-09-19,79.52117477019628
2016-09-20,83.89039556935042
2016-09-21,93.11750473250679
2016-09-22,96.19142776745059
2016-09-23,95.23237460988797
2016-09-24,88.31193401777035
2016-09-25,87.05173781059742
2016-09-26,89.05419146613913
2016-09-27,82.01225975066939
2016-09-28,82.43157690536691
2016-09-29,87.13032513600628
2016-09-30,84.43187748350016
2016-10-01,89.57104942271944
2016-10-02,93.92567193069223
2016-10-03,93.04993860531748
2016-10-04,94.02504604601192
2016-10-05,92.97576402271602
2016-10-06,90.10281051213397
2016-10-07,93.20802138581442
2016-10-08,85.05433642580623
2016-10-09,86.98757823558506
2016-10-10,94.17146596858639
2016-10-11,93.31096619881644
2016-10-12,91.20820684891792
2016-10-13,81.78695405631258
2016-10-14,77.47125748247691
2016-10-15,77.00881909033546
2016-10-16,85.45812584204513
2016-10-17,87.51674710507018
2016-10-18,87.76698159864934
2016-10-19,88.78831198731176
2016-10-20,84.38374447874209
2016-10-21,76.34788827873184
2016-10-22,87.06086813786516
2016-10-23,88.61744291147228
2016-10-24,90.17107159302148
2016-10-25,92.2533084912257
2016-10-26,89.26003632518717
2016-10-27,80.62521530774085
2016-10-28,90.93761618090967
2016-10-29,94.33041424356635
2016-10-30,96.6050190152975
2016-10-31,93.8168605146921
2016-11-01,79.45800219997614
2016-11-02,79.46262811876461
2016-11-03,78.76558742773334
2016-11-04,82.41022519910638
2016-11-05,78.8062209014786
2016-11-06,80.59672860139503
2016-11-07,84.32841465286424
2016-11-08,81.74286286815492
2016-11-09,79.65718104609716
2016-11-10,90.5104562818698
2016-11-11,90.18222496034926
2016-11-12,80.05704162900558
2016-11-13,71.67982886232242
2016-11-14,70.55255001108516
2016-11-15,87.57820787216262
2016-11-16,89.87335001790679
2016-11-17,90.55179110459267
2016-11-18,91.22088442451013
2016-11-19,85.79489272984635
2016-11-20,83.0559757491004
2016-11-21,85.00180773231918
2016-11-22,85.98007444105258
2016-11-23,87.344008475877
2016-11-24,79.04234527687298
2016-11-25,69.08582464996505
2016-11-26,73.51121518836231
2016-11-27,80.35635989221824
2016-11-28,88.07658347118713
2016-11-29,86.87299614577826
2016-11-30,0.0
2016-12-01,89.35931664307518
2016-12-02,89.20899133652813
2016-12-03,80.36685241400481
2016-12-04,88.65168536930608
2016-12-05,84.94423742688066
2016-12-06,82.7293155345601
2016-12-07,78.6900314647748
2016-12-08,80.9630182308099
2016-12-09,84.03971468526699
2016-12-10,88.7200935416205
2016-12-11,88.20399662329245
2016-12-12,85.64946407558368
2016-12-13,83.1189052987022
2016-12-14,85.74348107849993
2016-12-15,86.11333927383734
2016-12-16,82.98798113818921
2016-12-17,83.52069086071934
2016-12-18,75.970121254498
2016-12-19,76.1388734928458
2016-12-20,80.43216100755497
2016-12-21,72.75783421730308
2016-12-22,70.44070296911507
2016-12-23,82.37778194655253
2016-12-24,90.63951728430854
2016-12-25,87.26283106229856
2016-12-26,83.61502549584735
2016-12-27,79.39857939526239
2016-12-28,73.59048254515068
2016-12-29,73.48929217047258
2016-12-30,90.59211973668502
2016-12-31,82.42383648549551
2017-01-01,87.60451805174209
2017-01-02,82.18064106281017
2017-01-03,82.44515195183929
2017-01-04,85.00003623991678
2017-01-05,83.37842147449562
2017-01-06,80.71151960366322
2017-01-07,85.92685292562717
2017-01-08,87.38976243668674
2017-01-09,89.06991319474052
2017-01-10,87.20653128570697
2017-01-11,84.27226196769958
2017-01-12,86.18976073127888
2017-01-13,79.91493212476765
2017-01-14,77.22862910790114
2017-01-15,75.92849438068114
2017-01-16,76.26374345549738
2017-01-17,74.0120188618108
2017-01-18,74.54548322731382
2017-01-19,83.21629261387862
2017-01-20,91.10682461585687
2017-01-21,89.36021624571516
2017-01-22,81.97089081978956
2017-01-23,91.41496623292461
2017-01-24,89.93154706072959
2017-01-25,86.66498755052272
2017-01-26,85.77520592799769
2017-01-27,77.67188805702885
2017-01-28,73.53238995855858
2017-01-29,68.56882386547743
2017-01-30,78.50503308491227
2017-01-31,87.37229906032029
2017-02-01,83.74827966983304
2017-02-02,86.40147219332502
2017-02-03,85.80944412231185
2017-02-04,88.49099118304143
2017-02-05,86.72272839674608
2017-02-06,90.05696701741222
2017-02-07,88.56539812746219
2017-02-08,86.67808295103775
2017-02-09,85.26847169875677
2017-02-10,85.47138751982537
2017-02-11,80.06534909698655
2017-02-12,77.08525973361532
2017-02-13,78.19529904326622
2017-02-14,80.97237239285775
2017-02-15,74.85255470095673
2017-02-16,76.00665748588774
2017-02-17,78.07288060439653
2017-02-18,85.29306154816925
2017-02-19,93.50782782202364
2017-02-20,85.81125185463105
2017-02-21,91.17737947030034
2017-02-22,94.36218812353975
2017-02-23,90.40897172433789
2017-02-24,89.94899551477737
2017-02-25,87.98370909152925
2017-02-26,82.99360045704931
2017-02-27,88.3043939833211
2017-02-28,22.514412828077838
2017-03-01,81.57082771969917
2017-03-02,80.57449434657298
2017-03-03,71.61312183433668
2017-03-04,76.58062102426796
2017-03-05,91.02944599826047
2017-03-06,88.39045099510548
2017-03-07,81.7282027559391
2017-03-08,86.7005666217576
2017-03-09,90.19128920306291
2017-03-10,89.18671018299027
2017-03-11,89.02074841823423
2017-03-12,85.94430351143475
2017-03-13,84.62892030629126
2017-03-14,86.48032385695039
2017-03-15,79.98206763647528
2017-03-16,82.70070305438547
2017-03-17,78.91657357982163
2017-03-18,76.54257977045211
2017-03-19,81.77340459095792
2017-03-20,87.94286457356276
2017-03-21,90.75284803110665
2017-03-22,92.17600874874226
2017-03-23,85.18094164094343
2017-03-24,83.37863678223647
2017-03-25,77.88546907242868
2017-03-26,83.11478460698876
2017-03-27,84.88262743660145
2017-03-28,85.34873245561676
2017-03-29,81.33448590480413
2017-03-30,88.37820616675478
2017-03-31,90.42487678428299
2017-04-01,92.81384194280062
2017-04-02,80.91224184388696
2017-04-03,91.23818578713099
2017-04-04,90.92927247301193
2017-04-05,74.52846112522809
2017-04-06,76.17170685744496
2017-04-07,82.99017258727423
2017-04-08,87.32941657997512
2017-04-09,93.32949119156847
2017-04-10,89.56597157085118
2017-04-11,82.35438161911422
2017-04-12,88.95490475297169
2017-04-13,88.51662559476097
2017-04-14,90.19156420007843
2017-04-15,79.38400028991933
2017-04-16,80.74837346726471
2017-04-17,86.20472781690741
2017-04-18,89.47878472636731
2017-04-19,88.14723638658185
2017-04-20,88.07676680253084
2017-04-21,92.55270989307093
2017-04-22,93.26328725889798
2017-04-23,91.33486962157001
2017-04-24,93.36563731091292
2017-04-25,94.51101906645974
2017-04-26,91.66774817947713
2017-04-27,91.18776327233658
2017-04-28,88.95260884765592
2017-04-29,92.15965175571739
2017-04-30,78.14468893360846
2017-05-01,84.00000852703924
2017-05-02,91.86659233930794
2017-05-03,87.41281741903576
2017-05-04,78.87073648037928
2017-05-05,76.2017177720552
2017-05-06,79.45548032812047
2017-05-07,93.69434827839079
2017-05-08,90.56271424186093
2017-05-09,86.11480166106726
2017-05-10,85.14814664802088
2017-05-11,80.6698245135324
2017-05-12,84.32294029367124
2017-05-13,87.46148336374644
2017-05-14,83.37274672988046
2017-05-15,84.96165603629107
2017-05-16,91.84078951856337
2017-05-17,92.2254101505875
2017-05-18,90.44413083889012
2017-05-19,83.18019339325001
2017-05-20,88.16586370380476
2017-05-21,93.77885550079303
2017-05-22,84.14788017804459
2017-05-23,83.64141455053976
2017-05-24,67.790748588775
2017-05-25,81.19703855927145
2017-05-26,84.05001748043044
2017-05-27,83.02134744274093
2017-05-28,81.55609299588995
2017-05-29,83.93129338131214
2017-05-30,74.7867963060866
2017-05-31,69.61739814451626
2017-06-01,82.4568020192029
2017-06-02,83.20700240462506
2017-06-03,79.38458226034756
2017-06-04,79.7048876988932
2017-06-05,84.89358681378653
2017-06-06,87.1075664682709
2017-06-07,74.85460545389431
2017-06-08,76.76378182717397
2017-06-09,81.21469592578066
2017-06-10,83.81167394307349
2017-06-11,76.83195976942886
2017-06-12,86.5040546071593
2017-06-13,95.0625842045125
2017-06-14,84.24140900796426
2017-06-15,77.89407072326347
2017-06-16,79.34182129031159
2017-06-17,83.32837628118766
2017-06-18,79.75077809233079
2017-06-19,82.98534628306359
2017-06-20,78.10412367617715
2017-06-21,75.64766273854393
2017-06-22,76.06589482749801
2017-06-23,82.7025022596654
2017-06-24,78.73617127411022
2017-06-25,78.91826619711104
2017-06-26,71.0510556474581
2017-06-27,78.38652429353479
2017-06-28,81.78300816890359
2017-06-29,82.62367191363815
2017-06-30,86.89172365571227
2017-07-01,74.37731082763443
2017-07-02,72.93654603748487
2017-07-03,73.39782688404932
2017-07-04,67.36756442178147
2017-07-05,68.55215989903985
2017-07-06,71.04446637788428
2017-07-07,67.74675546156863
2017-07-08,60.87523449357914
2017-07-09,65.08122431229428
2017-07-10,76.25198040486383
2017-07-11,87.82782202363694
2017-07-12,87.12734280403158
2017-07-13,72.26352814775653
2017-07-14,58.6158824632911
2017-07-15,72.6947213363576
2017-07-16,76.479788785238
2017-07-17,72.9355014751778
2017-07-18,63.04650647202279
2017-07-19,64.74402467725156
2017-07-20,56.53110024387332
2017-07-21,57.48043044494091
2017-07-22,59.5929575182905
2017-07-23,62.9435296826236
2017-07-24,66.73667863294507
2017-07-25,64.2729441308389
2017-07-26,67.98938809966404
2017-07-27,64.29320437607655
